06TE,,Ainsworth Airport,30.312700271606445,-95.02690124511719
06TN,,Hunter Airport,35.696962,-86.957767
06TT,,6 Mile Airpark,30.860024,-100.201996
06TX,,Diamond N Ranch Airport,30.057919,-95.812489
06VA,,Mount Horeb Field,38.249000549316406,-78.85530090332031
06WA,,N A Degerstrom Yard Heliport,47.68629837036133,-117.197998046875
06WN,,Western Airpark,46.92499923706055,-122.5530014038086
06XA,,J & W Windy Hill Airport,33.445914,-96.57079
06XS,,Campbell Field,33.322933,-97.045019
06Y,,Herman Municipal Airport,45.83000183105469,-96.16059875488281
07AA,,Pan Lake Strip Airport,61.695964,-149.954903
07AL,,Tac X Stagefield Army Heliport,31.125200271606445,-85.9791030883789
07AN,,Bro Majors Airfield,62.825556,-149.910807
07AR,,Morrilton Airport,35.194339,-92.802473
07B,,Blue Hill Airport,44.448001861572266,-68.5697021484375
07CL,,Richvale Airport,39.49769973754883,-121.77100372314453
07CO,,Comanche Creek Airport,39.26359939575195,-104.427001953125
07FA,OCA,Ocean Reef Club Airport,25.325399,-80.274803
07GA,,Alcovy Airport,33.674263,-83.764637
07GE,,Pope Pate Field,31.555662,-83.27849
07I,,Lake Monroe Seaplane Base,39.05870056152344,-86.44609832763672
07IA,,Hoskins Landing,40.647888,-95.02135
07II,,St Vincent Jennings Hospital Heliport,39.01060104370117,-85.64080047607422
07IN,,Gray Airport,39.573699951171875,-85.91390228271484
07K,,Central City Municipal - Larry Reineke Field,41.1125984192,-98.0516967773
07KS,,Heape Field,37.73419952392578,-96.93669891357422
07KY,,Blue Lick Airport,38.08060073852539,-85.69329833984375
07LS,,Louisiana State Police Troop F Heliport,32.51825,-91.989093
07MA,,West Pond Heliport,41.91699981689453,-70.70950317382812
07MD,,Baugher's Orchard Airport,39.608299255371094,-77.0519027709961
07ME,,Westbrook Heliport,43.73830032348633,-70.33920288085938
07MI,,Scott Airstrip,43.864200592041016,-85.0239028930664
07MN,,Dairyview Airport,44.05500030517578,-95.90950012207031
07MO,,Lake Sexton Airport,38.655553,-93.624458
07MT,,Glasgow Industrial Airport,48.421101,-106.528
07N,,Bermudian Valley Airpark,40.0168,-77.003899
07NC,,Hawks Meadow Airport,34.83319854736328,-80.7511978149414
07NH,,Diving Rock Seaplane Base,43.17559814453125,-72.06390380859375
07NJ,,Hackensack UMC Palisades Heliport,40.793666,-73.994863
07NV,,Border Line Farm Airport,39.102239,-114.053472
07NY,,Mmc Heliport,42.66640090942383,-74.76499938964844
07OK,,Pleasant Valley Airport,34.633399963378906,-99.03369903564453
07OR,,Bruce's Airport,45.42179870605469,-122.62000274658203
07PN,,Folmar Airport,40.998889,-78.125278
07PR,,Advanced Public Health of Isabela Heliport,18.489403,-67.026333
07TA,,Salaika Aviation Airport,29.240519,-95.344658
07TE,,Naval Auxiliary Air Station Cuddihy Field,27.721288,-97.51217
07TS,,Cross-Country Estates Airport,30.625381,-97.571425
07TX,,Pecks Heliport,33.20998,-96.46039
07UT,,E Northrop Grumman Airport,41.716667,-112.447222
07VA,,Alpha Hotel Airport,36.81959915161133,-78.78309631347656
07VT,,Meadow STOLport,44.447200775146484,-72.91470336914062
07WA,,Multicare Deaconess Hospital Heliport,47.651637,-117.424477
07WY,,Stallions Airport,44.960084,-106.105925
07XA,,Luecke Heliport,29.906488,-97.214397
07XS,,Allen Ponderosa Heliport,32.542198181152344,-97.3917007446289
07Y,,Hill City-Quadna Mountain Airport,46.955501556396484,-93.5969009399414
08AK,,Fisher Airport,61.568743,-149.725757
08AL,,Little Lagoon Seaplane Base,30.243717,-87.754678
08AN,,Base Camp Airstrip,61.704295,-149.212506
08AZ,,Mesa Police Heliport,33.417669,-111.838835
08B,,Merrymeeting Field,44,-69.88710021972656
08CA,,PG&E Placerville Service Center Heliport,38.695211,-120.826086
08CL,,Kistler Ranch Airport,37.858272,-120.552079
08CN,,Tulare Motor Sports #1 Heliport,36.172031,-119.306181
08CO,,Terra Firma Airport,38.73249816894531,-104.04100036621094
